,price,year,km,engine_size,horse_power
37801,112900,2013,94250,1198,80
37802,118000,2012,157000,1388,96
37803,123000,2012,155000,1560,93
37804,126000,2016,134000,1461,75
37806,140000,2016,49000,1396,90
37807,147000,2015,110000,1422,90
37809,188000,2015,42000,1598,132
37810,255000,2017,124000,1598,115
37811,270000,2013,170000,1560,115
37812,275000,2012,217000,1801,176
37813,295000,2017,60786,1598,110
37814,37500,1995,200000,1581,83
37816,58750,1998,230000,1590,116
37818,83000,2009,190000,1201,76
37819,94500,2010,220000,1401,101
37820,109900,2012,214000,1598,124
37821,115000,2000,261000,1781,150
37822,115750,2011,72000,1401,101
37823,117500,2012,206000,1560,93
37824,126500,2016,503713,1461,90
37825,127000,2016,142000,1401,51
37826,155000,2010,58000,1201,76
37827,188250,2016,159000,1201,76
37828,198000,2015,42000,1197,110
37829,204500,2018,75000,1598,115
37830,229000,2015,101000,1401,101
37831,317500,2014,123000,1401,101
37833,35750,1996,220000,1581,75
37834,369000,2012,196000,2001,201
37836,420000,2015,96000,1499,136
37837,65000,2005,260000,1997,136
37838,65000,2006,211000,1598,100
37839,93750,2009,252145,1560,110
37841,106900,2006,146000,1240,80
37842,112500,2013,75000,898,90
37843,119500,2013,166000,1461,90
37845,132000,2012,160000,1595,125
37846,145000,2020,18000,1368,95
37847,157000,2008,248000,1801,126
37848,163000,2014,213000,1396,90
37849,175000,2013,30000,1364,90
37850,208000,2013,164000,1598,170
37851,218000,2016,99000,1395,150
37852,310000,2018,35500,1498,152
37853,315000,2013,175000,1401,151
37854,346900,2016,110000,1401,151
37856,36750,1997,260000,1289,68
37857,406900,2017,105000,1598,120
37858,46500,2001,270000,1242,75
37859,62000,2006,245000,1398,71
37860,95000,2012,320000,1582,128
37861,97500,2012,160000,1461,75
37862,108000,1996,540000,1801,126
37864,115000,2012,130000,1598,124
37865,116000,2014,216000,1401,76
37866,120900,2012,158000,1560,115
37867,122000,2013,56000,1248,85
37868,126500,2013,161000,1461,90
37869,159750,2016,160000,1364,90
37870,160000,2011,277000,1598,105
37871,175000,2016,113000,1422,90
37872,229000,2012,115000,1401,176
37873,252000,2016,83004,1598,125
37874,305000,2020,8000,1401,101
37875,37000,1993,100000,1581,83
37876,388500,2018,59000,1598,120
37879,85500,2005,235000,1598,100
37880,89000,2005,580003,1240,80
37882,98750,2015,210000,1201,76
37883,102500,2012,193000,1368,77
37884,107000,2012,195000,1598,124
37885,108750,2013,172000,1390,85
37886,123000,2013,121000,1198,75
37887,124500,2017,123000,1560,93
37888,156850,2015,190000,1560,115
37889,159000,2017,42826,1198,80
37890,162750,2015,168000,1364,90
37891,165000,2016,125000,1591,130
37892,169000,2018,48000,1461,90
37893,172500,2014,119000,1401,101
37894,174000,2010,312000,1968,143
37895,240000,2015,132000,1560,115
37896,252000,2018,50000,1597,120
37897,287500,2012,170000,1796,156
37898,29500,1994,270000,1581,83
37899,327000,2014,199000,1801,176
37901,348000,2020,0,1496,122
37903,70900,2005,209000,1201,76
37904,109000,2007,287000,1595,125
37905,120000,2013,143000,1396,90
37906,123000,2009,276000,1596,100
37907,133000,2013,63000,1200,76
37908,143000,2001,334000,1998,163
37909,145000,2010,227000,1390,122
37910,150000,2017,110000,1248,95
37911,169850,2016,148000,1560,95
37913,198000,2016,109000,1461,110
37914,216000,2016,58850,1598,110
37916,262000,2017,109000,1598,136
37917,263500,2016,99950,1598,120
37918,326500,2014,140000,1401,151
37919,53000,1998,270000,1998,115
37920,64000,2006,160000,1150,72
37922,77750,2011,235000,1461,70
37925,110000,2010,70000,1595,125
37926,119500,2016,27500,1200,76
37927,125750,2013,179000,1364,90
37928,128000,2004,359000,1781,150
37929,132500,2011,127000,1582,115
37930,133000,2017,130000,1248,95
37931,135000,2016,97500,1461,90
37933,148750,2009,106000,1498,95
37934,155000,2013,140000,1560,117
37935,175000,2014,40000,1401,101
37936,212500,2013,166483,1598,136
37937,215000,2020,6750,1200,76
37938,222500,2017,119000,1598,136
37939,224900,2017,71142,1401,126
37940,30000,1993,127000,1581,80
37941,51000,2003,205000,1390,75
37942,53000,1996,260000,1984,210
37944,81800,2006,180000,1461,75
37945,87000,2004,227000,1595,102
37946,111800,2009,187000,1461,80
37947,118500,2012,137000,1329,99
37948,125000,2015,50000,1461,75
37949,146000,2011,117000,1598,115
37950,167000,2018,36000,1560,100
37951,170000,2011,263000,1401,176
37952,174500,2017,122500,1461,90
37953,178000,2013,205000,1401,101
37954,187000,2016,116000,1560,115
37955,199500,2014,155000,1598,105
37956,315000,2016,126000,1598,120
37957,318750,2013,166500,1801,176
37958,36000,1993,290000,1581,75
37959,42500,1993,175000,1401,51
37960,475000,2016,77000,1401,151
37961,499750,2017,62000,1968,190
37962,59000,2006,125000,1240,65
37964,79000,2009,100500,1399,97
37965,85000,2010,132000,1493,110
37967,101000,2010,96300,1399,100
37969,113500,2007,229500,1598,124
37970,146000,2014,140000,1197,105
37972,152000,2020,22000,1368,95
37974,175000,2005,315000,2501,276
37975,211800,2015,88000,1200,101
37976,219500,2008,382000,2967,233
37977,244950,2021,0,1401,101
37978,27500,1993,128000,1289,57
37979,28500,1992,6000,1581,83
37980,294900,2016,95000,1401,151
37981,475000,2014,120000,1401,151
37982,49750,2001,313000,1389,60
37983,54000,1996,190000,1201,76
37984,75500,2004,280000,1598,115
37985,76000,2006,245000,1560,111
37986,77250,2011,227000,1399,97
37987,91999,2010,167000,1461,70
37988,119000,2007,122650,1339,83
37989,119500,2016,27500,1200,76
37990,120000,2006,156000,1998,130
37991,122000,2011,218000,1560,114
37992,132500,2011,127000,1582,115
37993,135000,2016,97500,1461,90
37995,144750,2015,90000,1248,84
37996,147950,2017,136000,1598,120
37997,148750,2009,106000,1498,95
37998,156750,2012,80000,1201,151
37999,161500,2012,175000,1461,110
38000,169500,2016,64000,1596,105
38001,182750,2018,30000,1598,132
38002,186000,2015,223000,1461,110
38003,187500,2016,85000,1401,101
38004,191000,2015,155500,1598,110
38005,21000,1993,208000,1201,51
38006,212500,2013,166483,1598,136
38007,222500,2017,119000,1598,136
38008,229950,2014,62000,1499,136
38009,26000,1997,270000,1396,103
38010,262500,2008,273000,2987,218
38011,27950,1993,59575,1581,80
38012,275000,2015,107000,1598,110
38013,35000,1990,427500,1998,90
38014,41000,2006,138000,1405,50
38016,44500,1999,113500,1468,91
38018,699000,2011,85085,4806,400
38019,72000,2004,210000,1390,75
38021,83950,2008,180000,1401,101
38022,87000,2004,227000,1595,102
38025,110500,2011,257500,1461,105
38026,121000,2012,194000,1598,124
38027,161750,2019,69000,1201,76
38028,164750,2015,117000,1401,126
38029,165000,2016,141000,1499,120
38030,225000,2016,96000,1598,110
38031,232500,2021,1800,1368,100
38032,244900,2018,60000,1598,136
38033,247950,2015,110000,1560,115
38034,252000,2015,90000,1201,151
38035,262500,2020,3700,1498,150
38036,282500,2008,160000,1995,170
38038,42000,1995,181000,1581,83
38041,658000,2020,0,1401,176
38042,72000,2000,346000,1781,150
38043,85000,2011,227000,1493,110
38044,92500,2008,172000,1598,115
38046,114500,2007,144000,1596,125
38047,115000,2011,143000,1398,100
38048,120000,2013,122000,1461,90
38049,131000,2016,94000,1200,76
38050,132900,2013,117000,1401,101
38051,134000,2008,103000,1401,101
38053,155000,2019,59500,1499,100
38054,158000,2021,0,1368,95
38055,159000,2012,57800,1339,100
38056,189700,2011,258000,1995,184
38057,191800,2013,99000,1390,160
38058,204500,2018,75000,1598,115
38061,257750,2015,82000,1598,110
38062,38000,1998,217433,1598,80
38063,52250,1993,1111,1581,83
38064,74500,2011,165000,1399,95
38065,90000,2005,114000,1341,82
38066,105000,2011,195000,1598,124
38067,109900,2011,159000,1398,70
38068,117950,2017,125000,1560,93
38069,124500,2010,210000,1364,90
38071,138000,2016,80000,1461,90
38072,148000,2015,158000,1461,90
38073,155000,1990,465000,3001,151
38074,185250,2014,101000,1582,128
38075,195000,2013,74800,1197,105
38076,199750,2012,196257,1598,105
38077,265000,2013,181000,1801,151
38078,268500,2020,39000,1498,150
38079,306500,2018,88200,1401,101
38080,35000,1995,250000,1581,80
38081,48000,1999,40000,1397,72
38082,66750,1998,210000,2001,151
38083,80000,2010,92000,1240,65
38084,869000,2020,8000,1401,151
38087,116000,2016,139000,1401,51
38088,116000,2014,137500,1401,51
38090,142000,2011,70200,1198,80
38091,143000,2016,75000,898,90
38093,158500,2015,104000,1598,125
38094,177000,2018,44000,1201,76
38095,191500,2017,113000,1598,115
38096,202500,2012,236000,1801,151
38097,207000,2020,0,1200,101
38098,22000,1989,290000,1581,80
38099,228900,2020,0,1201,101
38100,252000,2011,171000,1801,126
38101,313900,2017,42000,1598,120
38102,38500,1998,50000,1397,72
38103,419000,2016,19800,1401,151
38104,72500,1994,310000,1997,136
38105,84500,2006,293000,1201,76
38106,89000,2017,480000,1248,95
38107,92300,2010,199500,1598,113
38108,102000,2007,240000,1968,140
38109,107500,2014,76000,1198,80
38110,108000,2015,174000,1248,95
38111,120000,2010,229500,1398,71
38112,125000,2012,190000,1461,110
38113,133000,2008,297000,1390,125
38114,149000,2014,147000,1396,90
38116,174500,2017,59300,1395,125
38117,177850,2020,13000,1368,100
38118,179000,2020,16000,1200,101
38119,179750,2016,81000,1596,125
38120,205000,2019,9100,1401,76
38121,235000,2020,20500,1598,132
38122,279000,2014,39935,1595,122
38124,33000,1994,185000,1581,80
38125,485000,2016,56500,1401,151
38126,66500,2004,299645,1399,83
38127,77500,2007,200000,1390,75
38128,90000,2006,345000,1560,109
38129,110000,2012,108000,1598,124
38130,111500,2009,232000,1242,69
38131,115000,2011,330000,1248,95
38132,117900,2011,217000,1397,100
38133,138000,2014,160000,1461,110
38134,145000,2013,78000,1197,105
38135,146000,2019,16150,898,90
38136,16500,1991,100000,1597,90
38137,166500,2020,21000,1499,100
38139,19900,1993,207000,1289,57
38140,24000,1989,98484,1581,80
38141,250000,2009,158000,1995,177
38143,535000,2017,118000,1201,126
38144,64750,2001,380000,1596,100
38145,67000,2000,240000,1332,86
38146,68500,1996,280000,1984,210
38147,82000,2005,270000,1598,115
38148,85000,2009,219000,1582,90
38149,86500,1987,370000,5001,201
38150,113000,2011,183000,1598,124
38151,122500,2011,325000,1560,111
38152,124000,2006,215000,1598,115
38153,137500,2011,130000,1364,90
38154,148000,2015,158000,1461,90
38155,158000,2012,224000,1401,101
38156,187000,2017,28000,1598,110
38157,193500,2017,126000,1499,120
38158,193900,2017,49500,1461,110
38159,201000,2009,330000,1796,184
38160,245900,2019,35500,1598,115
38161,264500,2018,124000,1598,120
38162,286990,2016,69350,1598,110
38163,31000,1998,40000,1372,71
38164,345000,2014,138000,1995,184
38165,48750,1998,255000,1389,90
38166,60000,1999,300000,1201,76
38168,74000,2004,155000,1240,80
38169,81250,2011,130000,1248,78
38171,107000,2010,173000,1242,82
38172,116000,2016,139000,1401,51
38173,121750,2009,213500,1595,125
38174,137000,2014,54400,1461,110
38175,161000,2019,43000,1201,76
38176,165000,2012,220000,1598,105
38177,170000,2014,249500,1395,140
38178,172000,2013,128500,1401,101
38179,205000,2018,89000,1582,136
38180,215900,2020,7500,1461,115
38181,225000,2012,340000,1801,126
38183,240000,2020,20000,1598,132
38184,309500,2013,162000,1401,151
38185,428000,2016,72000,1401,151
38186,78000,2006,280000,1599,107
38187,78750,2004,240000,1498,98
38188,795000,2018,69000,1969,235
38189,85000,2010,169000,1150,72
38190,92000,2009,190000,1598,103
38191,97000,2001,240000,1801,126
38192,118750,2011,134000,1201,76
38194,134990,2011,150000,1401,76
38195,136500,2017,69000,1560,93
38196,140000,2019,18200,898,90
38197,154900,2018,51000,1248,95
38199,172000,2018,42500,1201,76
38200,185000,2013,175403,1598,105
38201,205000,2019,9100,1401,76
38202,290000,2020,10000,1597,125
38203,350900,2014,133000,1801,176
38204,405000,2014,144000,1401,151
38205,455000,2015,167000,1968,190
38206,50000,2000,90000,1581,96
38207,55000,1991,278000,1401,76
38208,625000,2017,80000,1969,190
38210,75000,2005,314000,1599,107
38212,88500,2012,130000,1398,100
38213,115000,2007,180000,1598,110
38214,125000,2017,102000,1560,93
38215,128000,2011,186000,1596,125
38216,138000,2014,160000,1461,110
38217,155000,2017,40000,1248,84
38218,187000,2016,163000,1598,136
38219,205000,2013,339000,1801,176
38220,208500,2014,182000,1598,105
38221,21000,1989,45000,1581,80
38222,262500,2016,50000,1395,125
38223,335000,2014,136000,1598,170
38224,36500,1996,158000,1601,101
38225,60000,2006,145000,1150,72
38227,72750,2008,269000,1422,80
38228,78900,2013,250000,1248,95
38229,79500,2010,157000,1390,75
38230,85000,2008,111000,1390,75
38231,95750,2007,165000,1201,76
38233,995000,2020,32944,1801,226
38235,115950,2004,257000,1995,141
38236,125000,2015,50000,1461,75
38237,130500,2005,380000,2001,176
38238,137000,2012,166000,1598,105
38239,142000,2008,310000,2001,126
38240,146000,2011,117000,1598,115
38241,147750,2011,73000,1339,100
38242,155900,2013,136000,1598,105
38243,157000,2010,237000,1801,126
38244,159000,2016,215900,1499,120
38245,160900,2017,78000,1461,90
38246,165750,2017,75000,1598,115
38247,19500,1992,123456,1500,75
38248,197950,2018,47000,1201,76
38249,199500,2014,155000,1598,105
38250,20500,1990,95000,790,41
38251,205000,2012,119000,1560,114
38252,215000,2015,58000,1395,140
38253,24000,1991,199000,1581,83
38254,259500,2015,138000,1496,116
38255,286000,2016,110000,1598,110
38256,318750,2013,166500,1801,176
38257,38500,1998,217650,1468,91
38258,45000,1997,380000,1589,111
38259,450000,2005,75000,2457,280
38260,47500,2009,117000,1342,86
38261,475000,2016,77000,1401,151
38262,51000,2012,183000,1368,75
38263,59000,2006,125000,1240,65
38264,72000,2004,270000,1998,147
38265,84000,2006,142000,1332,95
38266,85000,2010,132000,1493,110
38267,93000,2011,116000,1493,88
38268,93000,2013,33000,998,69
38271,12345,2012,126000,1461,70
38272,120000,2005,97000,1798,125
38273,147500,2013,110000,1339,100
38274,160000,2016,161000,1198,130
38275,175000,2015,160000,1401,76
38276,182500,2016,130000,1499,120
38278,198000,2009,161000,1390,125
38279,260000,2017,69000,1201,101
38281,390000,2014,82000,1801,176
38282,49000,1996,325000,1998,136
38283,62750,2003,211000,1497,90
38284,69000,1995,446000,1998,136
38286,87000,2009,200000,1493,110
38287,90900,2010,186700,1396,105
38288,92000,2012,175000,1248,75
38289,92500,2015,250000,1201,76
38290,96000,2014,136000,1199,73
38291,107750,2011,118000,1398,70
38292,113500,2010,55000,1399,94
38293,117750,2015,215000,1396,90
38294,119900,2012,230000,1401,76
38295,125750,2013,123000,1201,76
38296,132000,2014,81000,1198,80
38297,148000,2012,130000,1364,90
38298,169750,2012,141000,1598,105
38299,193900,2017,49500,1461,110
38300,197900,2002,339000,3600,272
38301,20000,1987,45545,1297,65
38302,205000,2015,44000,1598,110
38303,215750,2015,54000,1598,125
38304,227900,2020,0,1200,76
38305,234500,2014,155000,1598,110
38306,49750,2004,179000,1390,75
38307,60000,2000,399000,1855,200
38309,78900,2013,254000,1248,95
38310,875500,2020,14000,1401,151
38311,97500,2012,210000,1401,76
38312,108500,2008,282000,1560,109
38313,112000,2011,83000,1198,80
38314,128500,2011,110400,1598,124
38315,131750,2015,93000,1461,90
38316,145000,2018,26000,1560,100
38317,178500,2015,135000,1598,110
38318,179750,2020,6200,1368,100
38319,185500,2015,59000,1364,140
38320,213750,2017,150000,1461,110
38321,225000,2018,62000,1461,110
38322,252750,2021,0,1200,101
38323,27500,1987,99000,1297,65
38324,279750,2017,33000,1395,125
38325,29750,1994,230000,1598,90
38326,310000,2015,86000,1598,110
38327,339500,2021,11200,1597,125
38328,353000,2012,54000,1595,156
38329,460000,2017,92000,1801,176
38330,70000,2010,245000,1401,101
38331,92000,2007,170000,1201,76
38332,92500,2014,140000,1201,76
38334,109750,2010,132000,1598,124
38336,115000,2008,105000,1595,102
38337,121000,2013,155000,1461,90
38338,138950,2016,156000,1582,136
38339,144000,2011,146000,1595,125
38340,163900,2018,41000,1461,90
38341,178000,2017,44000,1396,90
38342,187000,2008,173000,1796,184
38343,196000,2015,98000,1598,110
38344,205250,2017,93000,1598,136
38345,215900,2020,7500,1461,115
38348,359750,2016,17000,1598,120
38349,48500,1999,138500,1289,68
38350,64000,1998,198000,1855,200
38352,67500,2004,215000,1398,69
38353,74500,2008,208000,1388,80
38354,100000,2010,107000,1587,111
38355,101000,2011,215000,1595,125
38356,113000,2010,250000,1598,115
38357,114500,2015,102000,1390,85
38358,125000,2009,195000,1598,115
38359,175000,2015,151000,1401,101
38361,210000,2012,152000,1401,126
38362,232000,2014,143000,1560,115
38363,33900,1998,120000,1581,80
38364,57999,2000,337000,1597,100
38365,60000,1998,125000,999,54
38366,63500,2007,141680,1150,72
38367,64500,2014,650000,1201,76
38369,75000,2006,340000,1801,126
38370,77999,2007,135555,1390,75
38371,79000,1993,432000,1801,126
38372,80000,2004,140000,1298,87
38373,86000,2005,226911,1595,102
38374,93000,2014,247000,1461,75
38375,113000,2016,200000,999,75
38376,113000,2012,160000,1598,124
38377,115000,2012,178000,1461,103
